id,name,market_hash_name
39,AK-47 | Redline (Factory New),G1807209A023004
5559,StatTrak™ Glock-18 | Snack Attack (Battle-Scarred),G180420CC083004
5560,StatTrak™ UMP-45 | Wild Child (Factory New),G181820D4093004
5561,StatTrak™ UMP-45 | Wild Child (Minimal Wear),G181820D4093004
5562,StatTrak™ UMP-45 | Wild Child (Field-Tested),G181820D4093004
5563,StatTrak™ UMP-45 | Wild Child (Well-Worn),G181820D4093004
5564,StatTrak™ UMP-45 | Wild Child (Battle-Scarred),G181820D4093004
5565,UMP-45 | Wild Child (Factory New),G181820D4093004
5566,UMP-45 | Wild Child (Minimal Wear),G181820D4093004
5567,UMP-45 | Wild Child (Field-Tested),G181820D4093004
5568,UMP-45 | Wild Child (Well-Worn),G181820D4093004
5569,UMP-45 | Wild Child (Battle-Scarred),G181820D4093004
5570,★ Ursus Knife | Safari Mesh (Factory New),G18870420483003
5571,★ Ursus Knife | Safari Mesh (Minimal Wear),G18870420483003
5572,★ Ursus Knife | Safari Mesh (Field-Tested),G18870420483003
5573,★ Ursus Knife | Safari Mesh (Well-Worn),G18870420483003
5574,★ Ursus Knife | Safari Mesh (Battle-Scarred),G18870420483003
5575,★ Nomad Knife | Night Stripe (Factory New),G18890420DF053003
5576,★ Nomad Knife | Night Stripe (Minimal Wear),G18890420DF053003
5577,★ Nomad Knife | Night Stripe (Field-Tested),G18890420DF053003
5578,★ Nomad Knife | Night Stripe (Well-Worn),G18890420DF053003
5579,★ Nomad Knife | Night Stripe (Battle-Scarred),G18890420DF053003
5580,MAC-10 | Sakkaku (Factory New),G181120CD093004
5581,MAC-10 | Sakkaku (Minimal Wear),G181120CD093004
5582,MAC-10 | Sakkaku (Field-Tested),G181120CD093004
5583,MAC-10 | Sakkaku (Well-Worn),G181120CD093004
5584,MAC-10 | Sakkaku (Battle-Scarred),G181120CD093004
5585,M4A1-S | Emphorosaur-S (Factory New),G183C20C7093004
5586,M4A1-S | Emphorosaur-S (Minimal Wear),G183C20C7093004
5587,M4A1-S | Emphorosaur-S (Field-Tested),G183C20C7093004
5588,M4A1-S | Emphorosaur-S (Well-Worn),G183C20C7093004
5589,M4A1-S | Emphorosaur-S (Battle-Scarred),G183C20C7093004
5590,Sawed-Off | Brake Light (Factory New),G181D209D063004
5591,Sawed-Off | Brake Light (Minimal Wear),G181D209D063004
5592,Sawed-Off | Brake Light (Field-Tested),G181D209D063004
5593,Sawed-Off | Brake Light (Well-Worn),G181D209D063004
5594,Sawed-Off | Brake Light (Battle-Scarred),G181D209D063004
5595,★ Ursus Knife | Stained (Factory New),G188704202B3003
5596,★ Ursus Knife | Stained (Minimal Wear),G188704202B3003
5597,★ Ursus Knife | Stained (Field-Tested),G188704202B3003
5598,★ Ursus Knife | Stained (Well-Worn),G188704202B3003
5599,★ Ursus Knife | Stained (Battle-Scarred),G188704202B3003
5600,★ Ursus Knife | Urban Masked (Factory New),G188704208F013003
5601,★ Ursus Knife | Urban Masked (Minimal Wear),G188704208F013003
5602,★ Ursus Knife | Urban Masked (Field-Tested),G188704208F013003
5603,★ Ursus Knife | Urban Masked (Well-Worn),G188704208F013003
5604,★ Ursus Knife | Urban Masked (Battle-Scarred),G188704208F013003
5605,M249 | Downtown (Factory New),G180E20FC083004
5606,M249 | Downtown (Minimal Wear),G180E20FC083004
5607,M249 | Downtown (Field-Tested),G180E20FC083004
5608,M249 | Downtown (Well-Worn),G180E20FC083004
5609,M249 | Downtown (Battle-Scarred),G180E20FC083004
5610,Nova | Interlock (Factory New),G182320B5083004
5611,Nova | Interlock (Minimal Wear),G182320B5083004
5612,Nova | Interlock (Field-Tested),G182320B5083004
5613,Nova | Interlock (Well-Worn),G182320B5083004
5614,Nova | Interlock (Battle-Scarred),G182320B5083004
5615,Nova | Sobek's Bite (Factory New),G182320DF093004
5616,Nova | Sobek's Bite (Minimal Wear),G182320DF093004
5617,Nova | Sobek's Bite (Field-Tested),G182320DF093004
5618,Nova | Sobek's Bite (Well-Worn),G182320DF093004
5619,Nova | Sobek's Bite (Battle-Scarred),G182320DF093004
5620,P2000 | Dispatch (Factory New),G182020E5073004
5621,P2000 | Dispatch (Minimal Wear),G182020E5073004
5622,P2000 | Dispatch (Field-Tested),G182020E5073004
5623,P2000 | Dispatch (Well-Worn),G182020E5073004
5624,P2000 | Dispatch (Battle-Scarred),G182020E5073004
5625,P2000 | Woodsman (Factory New),G1820209B053004
5626,P2000 | Woodsman (Minimal Wear),G1820209B053004
5627,P2000 | Woodsman (Field-Tested),G1820209B053004
5628,P2000 | Woodsman (Well-Worn),G1820209B053004
5629,P2000 | Woodsman (Battle-Scarred),G1820209B053004
5630,P250 | Bone Mask (Factory New),G1824201B3004
5631,P250 | Bone Mask (Minimal Wear),G1824201B3004
5632,P250 | Bone Mask (Field-Tested),G1824201B3004
5633,P250 | Bone Mask (Well-Worn),G1824201B3004
5634,P250 | Bone Mask (Battle-Scarred),G1824201B3004
5635,P90 | Death Grip (Factory New),G1813209D053004
5636,P90 | Death Grip (Minimal Wear),G1813209D053004
5637,P90 | Death Grip (Field-Tested),G1813209D053004
5638,P90 | Death Grip (Well-Worn),G1813209D053004
5639,P90 | Death Grip (Battle-Scarred),G1813209D053004
5640,P90 | Vent Rush (Factory New),G18132082093004
5641,P90 | Vent Rush (Minimal Wear),G18132082093004
5642,P90 | Vent Rush (Field-Tested),G18132082093004
5643,P90 | Vent Rush (Well-Worn),G18132082093004
5644,P90 | Vent Rush (Battle-Scarred),G18132082093004
5645,R8 Revolver | Banana Cannon (Factory New),G184020D0093004
5646,R8 Revolver | Banana Cannon (Minimal Wear),G184020D0093004
5647,R8 Revolver | Banana Cannon (Field-Tested),G184020D0093004
5648,R8 Revolver | Banana Cannon (Well-Worn),G184020D0093004
5649,R8 Revolver | Banana Cannon (Battle-Scarred),G184020D0093004
5650,AWP | Duality (Factory New),G180920C6093004
5651,AWP | Duality (Minimal Wear),G180920C6093004
5652,AWP | Duality (Field-Tested),G180920C6093004
5653,AWP | Duality (Well-Worn),G180920C6093004
5654,AWP | Duality (Battle-Scarred),G180920C6093004
5655,Sawed-Off | Kiss♥Love (Factory New),G181D2083093004
5656,Sawed-Off | Kiss♥Love (Minimal Wear),G181D2083093004
5657,Sawed-Off | Kiss♥Love (Field-Tested),G181D2083093004
5658,Sawed-Off | Kiss♥Love (Well-Worn),G181D2083093004
5659,Sawed-Off | Kiss♥Love (Battle-Scarred),G181D2083093004
5660,SG 553 | Dragon Tech (Factory New),G182720FF083004
5661,SG 553 | Dragon Tech (Minimal Wear),G182720FF083004
5662,SG 553 | Dragon Tech (Field-Tested),G182720FF083004
5663,SG 553 | Dragon Tech (Well-Worn),G182720FF083004
5664,SG 553 | Dragon Tech (Battle-Scarred),G182720FF083004
5665,StatTrak™ Dual Berettas | Dezastre (Factory New),G180220D2073004
5666,StatTrak™ Dual Berettas | Dezastre (Minimal Wear),G180220D2073004
5667,StatTrak™ Dual Berettas | Dezastre (Field-Tested),G180220D2073004
5668,StatTrak™ Dual Berettas | Dezastre (Well-Worn),G180220D2073004
5669,StatTrak™ Dual Berettas | Dezastre (Battle-Scarred),G180220D2073004
5670,StatTrak™ SG 553 | Dragon Tech (Factory New),G182720FF083004
5671,StatTrak™ SG 553 | Dragon Tech (Minimal Wear),G182720FF083004
5672,StatTrak™ SG 553 | Dragon Tech (Field-Tested),G182720FF083004
5673,StatTrak™ SG 553 | Dragon Tech (Well-Worn),G182720FF083004
5674,StatTrak™ SG 553 | Dragon Tech (Battle-Scarred),G182720FF083004
5675,StatTrak™ USP-S | Printstream (Factory New),G183D20F6083004
5676,StatTrak™ USP-S | Printstream (Minimal Wear),G183D20F6083004
5677,StatTrak™ USP-S | Printstream (Field-Tested),G183D20F6083004
5678,StatTrak™ USP-S | Printstream (Well-Worn),G183D20F6083004
5679,StatTrak™ USP-S | Printstream (Battle-Scarred),G183D20F6083004
5680,XM1014 | Grassland (Factory New),G1819205F3004
5681,XM1014 | Grassland (Minimal Wear),G1819205F3004
5682,XM1014 | Grassland (Field-Tested),G1819205F3004
5683,XM1014 | Grassland (Well-Worn),G1819205F3004
5684,XM1014 | Grassland (Battle-Scarred),G1819205F3004
5685,★ Kukri Knife | Forest DDPAT (Factory New),G188E0420053003
5686,★ Kukri Knife | Forest DDPAT (Minimal Wear),G188E0420053003
5687,★ Kukri Knife | Forest DDPAT (Field-Tested),G188E0420053003
5688,★ Kukri Knife | Forest DDPAT (Well-Worn),G188E0420053003
5689,★ Kukri Knife | Forest DDPAT (Battle-Scarred),G188E0420053003
5690,★ Kukri Knife | Scorched (Factory New),G188E0420AF013003
5691,★ Kukri Knife | Scorched (Minimal Wear),G188E0420AF013003
5692,★ Kukri Knife | Scorched (Field-Tested),G188E0420AF013003
5693,★ Kukri Knife | Scorched (Well-Worn),G188E0420AF013003
5694,★ Kukri Knife | Scorched (Battle-Scarred),G188E0420AF013003
5695,★ Kukri Knife | Urban Masked (Factory New),G188E04208F013003
5696,★ Kukri Knife | Urban Masked (Minimal Wear),G188E04208F013003
5697,★ Kukri Knife | Urban Masked (Field-Tested),G188E04208F013003
5698,★ Kukri Knife | Urban Masked (Well-Worn),G188E04208F013003
5699,★ Kukri Knife | Urban Masked (Battle-Scarred),G188E04208F013003
5700,M4A1-S | Fade (Factory New),G183C2099093004
5701,M4A1-S | Fade (Minimal Wear),G183C2099093004
5702,M4A1-S | Fade (Field-Tested),G183C2099093004
5703,M4A1-S | Fade (Well-Worn),G183C2099093004
5704,M4A1-S | Fade (Battle-Scarred),G183C2099093004
5705,Glock-18 | Winterized (Factory New),G18042086093004
5706,Glock-18 | Winterized (Minimal Wear),G18042086093004
5707,Glock-18 | Winterized (Field-Tested),G18042086093004
5708,Glock-18 | Winterized (Well-Worn),G18042086093004
5709,Glock-18 | Winterized (Battle-Scarred),G18042086093004
5710,P250 | Re.built (Factory New),G182420CE093004
5711,P250 | Re.built (Minimal Wear),G182420CE093004
5712,P250 | Re.built (Field-Tested),G182420CE093004
5713,P250 | Re.built (Well-Worn),G182420CE093004
5714,P250 | Re.built (Battle-Scarred),G182420CE093004
5715,Desert Eagle | Calligraffiti (Factory New),G180120723004
5716,Desert Eagle | Calligraffiti (Minimal Wear),G180120723004
5717,Desert Eagle | Calligraffiti (Field-Tested),G180120723004
5718,Desert Eagle | Calligraffiti (Well-Worn),G180120723004
5719,Desert Eagle | Calligraffiti (Battle-Scarred),G180120723004
5720,Tec-9 | Army Mesh (Factory New),G181E20F2013004
5721,Tec-9 | Army Mesh (Minimal Wear),G181E20F2013004
5722,Tec-9 | Army Mesh (Field-Tested),G181E20F2013004
5723,Tec-9 | Army Mesh (Well-Worn),G181E20F2013004
5724,Tec-9 | Army Mesh (Battle-Scarred),G181E20F2013004
5725,StatTrak™ Five-SeveN | Capillary (Factory New),G18032086053004
5726,StatTrak™ Five-SeveN | Capillary (Minimal Wear),G18032086053004
5727,StatTrak™ Five-SeveN | Capillary (Field-Tested),G18032086053004
5728,StatTrak™ Five-SeveN | Capillary (Well-Worn),G18032086053004
5729,StatTrak™ Five-SeveN | Capillary (Battle-Scarred),G18032086053004
5730,Five-SeveN | Autumn Thicket (Factory New),G180320B80A3004
5731,Five-SeveN | Autumn Thicket (Minimal Wear),G180320B80A3004
5732,Five-SeveN | Autumn Thicket (Field-Tested),G180320B80A3004
5733,Five-SeveN | Autumn Thicket (Well-Worn),G180320B80A3004
5734,Five-SeveN | Autumn Thicket (Battle-Scarred),G180320B80A3004
5735,XM1014 | Frost Borre (Factory New),G181920F8053004
5736,XM1014 | Frost Borre (Minimal Wear),G181920F8053004
5737,XM1014 | Frost Borre (Field-Tested),G181920F8053004
5738,XM1014 | Frost Borre (Well-Worn),G181920F8053004
5739,XM1014 | Frost Borre (Battle-Scarred),G181920F8053004
5740,AUG | Aristocrat (Factory New),G180820C7043004
5741,AUG | Aristocrat (Minimal Wear),G180820C7043004
5742,AUG | Aristocrat (Field-Tested),G180820C7043004
5743,AUG | Aristocrat (Well-Worn),G180820C7043004
5744,AUG | Aristocrat (Battle-Scarred),G180820C7043004
5745,R8 Revolver | Tango (Factory New),G1840207B3004
5746,R8 Revolver | Tango (Minimal Wear),G1840207B3004
5747,R8 Revolver | Tango (Field-Tested),G1840207B3004
5748,R8 Revolver | Tango (Well-Worn),G1840207B3004
5749,R8 Revolver | Tango (Battle-Scarred),G1840207B3004
5750,PP-Bizon | Judgement of Anubis (Factory New),G181A209E043004
5751,PP-Bizon | Judgement of Anubis (Minimal Wear),G181A209E043004
5752,PP-Bizon | Judgement of Anubis (Field-Tested),G181A209E043004
5753,PP-Bizon | Judgement of Anubis (Well-Worn),G181A209E043004
5754,PP-Bizon | Judgement of Anubis (Battle-Scarred),G181A209E043004
5755,AUG | Condemned (Factory New),G1808206E3004
5756,AUG | Condemned (Minimal Wear),G1808206E3004
5757,AUG | Condemned (Field-Tested),G1808206E3004
5758,AUG | Condemned (Well-Worn),G1808206E3004
5759,AUG | Condemned (Battle-Scarred),G1808206E3004
5760,R8 Revolver | Inlay (Factory New),G184020D5093004
5761,R8 Revolver | Inlay (Minimal Wear),G184020D5093004
5762,R8 Revolver | Inlay (Field-Tested),G184020D5093004
5763,R8 Revolver | Inlay (Well-Worn),G184020D5093004
5764,R8 Revolver | Inlay (Battle-Scarred),G184020D5093004
5765,P90 | Wash me (Factory New),G18132085013004
5766,P90 | Wash me (Minimal Wear),G18132085013004
5767,P90 | Wash me (Field-Tested),G18132085013004
5768,P90 | Wash me (Well-Worn),G18132085013004
5769,P90 | Wash me (Battle-Scarred),G18132085013004
5770,SSG 08 | Orange Filigree (Factory New),G182820E7053004
5771,SSG 08 | Orange Filigree (Minimal Wear),G182820E7053004
5772,SSG 08 | Orange Filigree (Field-Tested),G182820E7053004
5773,SSG 08 | Orange Filigree (Well-Worn),G182820E7053004
5774,SSG 08 | Orange Filigree (Battle-Scarred),G182820E7053004
5775,UMP-45 | Roadblock (Factory New),G18182085093004
5776,UMP-45 | Roadblock (Minimal Wear),G18182085093004
5777,UMP-45 | Roadblock (Field-Tested),G18182085093004
5778,UMP-45 | Roadblock (Well-Worn),G18182085093004
5779,UMP-45 | Roadblock (Battle-Scarred),G18182085093004
5780,AK-47 | Olive Polycam (Factory New),G1807209B093004
5781,AK-47 | Olive Polycam (Minimal Wear),G1807209B093004
5782,AK-47 | Olive Polycam (Field-Tested),G1807209B093004
5783,AK-47 | Olive Polycam (Well-Worn),G1807209B093004
5784,AK-47 | Olive Polycam (Battle-Scarred),G1807209B093004
5785,AK-47 | Rat Rod (Factory New),G180720F5063004
5786,AK-47 | Rat Rod (Minimal Wear),G180720F5063004
5787,AK-47 | Rat Rod (Field-Tested),G180720F5063004
5788,AK-47 | Rat Rod (Well-Worn),G180720F5063004
5789,AK-47 | Rat Rod (Battle-Scarred),G180720F5063004
5790,MAC-10 | Pipsqueak (Factory New),G1811208C013004
5791,MAC-10 | Pipsqueak (Minimal Wear),G1811208C013004
5792,MAC-10 | Pipsqueak (Field-Tested),G1811208C013004
5793,MAC-10 | Pipsqueak (Well-Worn),G1811208C013004
5794,MAC-10 | Pipsqueak (Battle-Scarred),G1811208C013004
5795,AK-47 | Elite Build (Factory New),G180720A6033004
5796,AK-47 | Elite Build (Minimal Wear),G180720A6033004
5797,AK-47 | Elite Build (Field-Tested),G180720A6033004
5798,AK-47 | Elite Build (Well-Worn),G180720A6033004
5799,AK-47 | Elite Build (Battle-Scarred),G180720A6033004
5800,MAC-10 | Monkeyflage (Factory New),G181120FE083004
5801,MAC-10 | Monkeyflage (Minimal Wear),G181120FE083004
5802,MAC-10 | Monkeyflage (Field-Tested),G181120FE083004
5803,MAC-10 | Monkeyflage (Well-Worn),G181120FE083004
5804,MAC-10 | Monkeyflage (Battle-Scarred),G181120FE083004
5805,MP7 | Astrolabe (Factory New),G182120AC073004
5806,MP7 | Astrolabe (Minimal Wear),G182120AC073004
5807,MP7 | Astrolabe (Field-Tested),G182120AC073004
5808,MP7 | Astrolabe (Well-Worn),G182120AC073004
5809,MP7 | Astrolabe (Battle-Scarred),G182120AC073004
5810,Five-SeveN | Midnight Paintover (Factory New),G180320A6083004
5811,Five-SeveN | Midnight Paintover (Minimal Wear),G180320A6083004
5812,Five-SeveN | Midnight Paintover (Field-Tested),G180320A6083004
5813,Five-SeveN | Midnight Paintover (Well-Worn),G180320A6083004
5814,Five-SeveN | Midnight Paintover (Battle-Scarred),G180320A6083004
5815,AK-47 | Slate (Factory New),G1807208B083004
5816,AK-47 | Slate (Minimal Wear),G1807208B083004
5817,AK-47 | Slate (Field-Tested),G1807208B083004
5818,AK-47 | Slate (Well-Worn),G1807208B083004
5819,AK-47 | Slate (Battle-Scarred),G1807208B083004
5820,Tec-9 | Tiger Stencil (Factory New),G181E20FE053004
5821,Tec-9 | Tiger Stencil (Minimal Wear),G181E20FE053004
5822,Tec-9 | Tiger Stencil (Field-Tested),G181E20FE053004
5823,Tec-9 | Tiger Stencil (Well-Worn),G181E20FE053004
5824,Tec-9 | Tiger Stencil (Battle-Scarred),G181E20FE053004
5825,MP9 | Featherweight (Factory New),G182220C9093004
5826,MP9 | Featherweight (Minimal Wear),G182220C9093004
5827,MP9 | Featherweight (Field-Tested),G182220C9093004
5828,MP9 | Featherweight (Well-Worn),G182220C9093004
5829,MP9 | Featherweight (Battle-Scarred),G182220C9093004
5830,MP5-SD | Statics (Factory New),G1817209C093004
5831,MP5-SD | Statics (Minimal Wear),G1817209C093004
5832,MP5-SD | Statics (Field-Tested),G1817209C093004
5833,MP5-SD | Statics (Well-Worn),G1817209C093004
5834,MP5-SD | Statics (Battle-Scarred),G1817209C093004
5835,Tec-9 | Rebel (Factory New),G181E20D3093004
5836,Tec-9 | Rebel (Minimal Wear),G181E20D3093004
5837,Tec-9 | Rebel (Field-Tested),G181E20D3093004
5838,Tec-9 | Rebel (Well-Worn),G181E20D3093004
5839,Tec-9 | Rebel (Battle-Scarred),G181E20D3093004
5840,AK-47 | Uncharted (Factory New),G180720C4063004
5841,AK-47 | Uncharted (Minimal Wear),G180720C4063004
5842,AK-47 | Uncharted (Field-Tested),G180720C4063004
5843,AK-47 | Uncharted (Well-Worn),G180720C4063004
5844,AK-47 | Uncharted (Battle-Scarred),G180720C4063004
5845,MP5-SD | Co-Processor (Factory New),G1817208D063004
5846,MP5-SD | Co-Processor (Minimal Wear),G1817208D063004
5847,MP5-SD | Co-Processor (Field-Tested),G1817208D063004
5848,MP5-SD | Co-Processor (Well-Worn),G1817208D063004
5849,MP5-SD | Co-Processor (Battle-Scarred),G1817208D063004
5850,StatTrak™ AWP | Phobos (Factory New),G180920C8043004
5851,StatTrak™ AWP | Phobos (Minimal Wear),G180920C8043004
5852,StatTrak™ AWP | Phobos (Field-Tested),G180920C8043004
5853,StatTrak™ AWP | Phobos (Well-Worn),G180920C8043004
5854,StatTrak™ AWP | Phobos (Battle-Scarred),G180920C8043004
5855,MP5-SD | Neon Squeezer (Factory New),G181720A1013004
5856,MP5-SD | Neon Squeezer (Minimal Wear),G181720A1013004
5857,MP5-SD | Neon Squeezer (Field-Tested),G181720A1013004
5858,MP5-SD | Neon Squeezer (Well-Worn),G181720A1013004
5859,MP5-SD | Neon Squeezer (Battle-Scarred),G181720A1013004
5860,M4A1-S | Mud-Spec (Factory New),G183C20DB093004
5861,M4A1-S | Mud-Spec (Minimal Wear),G183C20DB093004
5862,M4A1-S | Mud-Spec (Field-Tested),G183C20DB093004
5863,M4A1-S | Mud-Spec (Well-Worn),G183C20DB093004
5864,M4A1-S | Mud-Spec (Battle-Scarred),G183C20DB093004
5865,Galil AR | Destroyer (Factory New),G180D20FB083004
5866,Galil AR | Destroyer (Minimal Wear),G180D20FB083004
5867,Galil AR | Destroyer (Field-Tested),G180D20FB083004
5868,Galil AR | Destroyer (Well-Worn),G180D20FB083004
5869,Galil AR | Destroyer (Battle-Scarred),G180D20FB083004
5870,FAMAS | Half Sleeve (Factory New),G180A20CD033004
5871,FAMAS | Half Sleeve (Minimal Wear),G180A20CD033004
5872,FAMAS | Half Sleeve (Field-Tested),G180A20CD033004
5873,FAMAS | Half Sleeve (Well-Worn),G180A20CD033004
5874,FAMAS | Half Sleeve (Battle-Scarred),G180A20CD033004
5875,FAMAS | Halftone Wash (Factory New),G180A20F2063004
5876,FAMAS | Halftone Wash (Minimal Wear),G180A20F2063004
5877,FAMAS | Halftone Wash (Field-Tested),G180A20F2063004
5878,FAMAS | Halftone Wash (Well-Worn),G180A20F2063004
5879,FAMAS | Halftone Wash (Battle-Scarred),G180A20F2063004
5880,MAG-7 | Insomnia (Factory New),G181B20C4093004
5881,MAG-7 | Insomnia (Minimal Wear),G181B20C4093004
5882,MAG-7 | Insomnia (Field-Tested),G181B20C4093004
5883,MAG-7 | Insomnia (Well-Worn),G181B20C4093004
5884,MAG-7 | Insomnia (Battle-Scarred),G181B20C4093004
5885,SSG 08 | Zeno (Factory New),G18282081043004
5886,SSG 08 | Zeno (Minimal Wear),G18282081043004
5887,SSG 08 | Zeno (Field-Tested),G18282081043004
5888,SSG 08 | Zeno (Well-Worn),G18282081043004
5889,SSG 08 | Zeno (Battle-Scarred),G18282081043004
5890,MP7 | Abyssal Apparition (Factory New),G182120ED083004
5891,MP7 | Abyssal Apparition (Minimal Wear),G182120ED083004
5892,MP7 | Abyssal Apparition (Field-Tested),G182120ED083004
5893,MP7 | Abyssal Apparition (Well-Worn),G182120ED083004
5894,MP7 | Abyssal Apparition (Battle-Scarred),G182120ED083004
5895,FAMAS | Meow 36 (Factory New),G180A20FA083004
5896,FAMAS | Meow 36 (Minimal Wear),G180A20FA083004
5897,FAMAS | Meow 36 (Field-Tested),G180A20FA083004
5898,FAMAS | Meow 36 (Well-Worn),G180A20FA083004
5899,FAMAS | Meow 36 (Battle-Scarred),G180A20FA083004
5900,StatTrak™ MP5-SD | Liquidation (Factory New),G181720CF093004
5901,StatTrak™ MP5-SD | Liquidation (Minimal Wear),G181720CF093004
5902,StatTrak™ MP5-SD | Liquidation (Field-Tested),G181720CF093004
5903,StatTrak™ MP5-SD | Liquidation (Well-Worn),G181720CF093004
5904,StatTrak™ MP5-SD | Liquidation (Battle-Scarred),G181720CF093004
5905,Galil AR | Chromatic Aberration (Factory New),G180D208E083004
5906,Galil AR | Chromatic Aberration (Minimal Wear),G180D208E083004
5907,Galil AR | Chromatic Aberration (Field-Tested),G180D208E083004
5908,Galil AR | Chromatic Aberration (Well-Worn),G180D208E083004
5909,Galil AR | Chromatic Aberration (Battle-Scarred),G180D208E083004
5910,MAG-7 | Carbon Fiber (Factory New),G181B20463004
5911,MAG-7 | Carbon Fiber (Minimal Wear),G181B20463004
5912,MAG-7 | Carbon Fiber (Field-Tested),G181B20463004
5913,MAG-7 | Carbon Fiber (Well-Worn),G181B20463004
5914,MAG-7 | Carbon Fiber (Battle-Scarred),G181B20463004
5915,Dual Berettas | Flora Carnivora (Factory New),G18022084093004
5916,Dual Berettas | Flora Carnivora (Minimal Wear),G18022084093004
5917,Dual Berettas | Flora Carnivora (Field-Tested),G18022084093004
5918,Dual Berettas | Flora Carnivora (Well-Worn),G18022084093004
5919,Dual Berettas | Flora Carnivora (Battle-Scarred),G18022084093004
5920,StatTrak™ G3SG1 | Hunter (Factory New),G180B20A5053004
5921,StatTrak™ G3SG1 | Hunter (Minimal Wear),G180B20A5053004
5922,StatTrak™ G3SG1 | Hunter (Field-Tested),G180B20A5053004
5923,StatTrak™ G3SG1 | Hunter (Well-Worn),G180B20A5053004
5924,StatTrak™ G3SG1 | Hunter (Battle-Scarred),G180B20A5053004
5925,SSG 08 | Azure Glyph (Factory New),G182820E3093004
5926,SSG 08 | Azure Glyph (Minimal Wear),G182820E3093004
5927,SSG 08 | Azure Glyph (Field-Tested),G182820E3093004
5928,SSG 08 | Azure Glyph (Well-Worn),G182820E3093004
5929,SSG 08 | Azure Glyph (Battle-Scarred),G182820E3093004
5930,SCAR-20 | Trail Blazer (Factory New),G182620753004
5931,SCAR-20 | Trail Blazer (Minimal Wear),G182620753004
5932,SCAR-20 | Trail Blazer (Field-Tested),G182620753004
5933,SCAR-20 | Trail Blazer (Well-Worn),G182620753004
5934,SCAR-20 | Trail Blazer (Battle-Scarred),G182620753004
5935,MAG-7 | Wildwood (Factory New),G181B2085063004
5936,MAG-7 | Wildwood (Minimal Wear),G181B2085063004
5937,MAG-7 | Wildwood (Field-Tested),G181B2085063004
5938,MAG-7 | Wildwood (Well-Worn),G181B2085063004
5939,MAG-7 | Wildwood (Battle-Scarred),G181B2085063004
5940,Negev | Wall Bang (Factory New),G181C2090013004
5941,Negev | Wall Bang (Minimal Wear),G181C2090013004
5942,Negev | Wall Bang (Field-Tested),G181C2090013004
5943,Negev | Wall Bang (Well-Worn),G181C2090013004
5944,Negev | Wall Bang (Battle-Scarred),G181C2090013004
5945,Negev | Drop Me (Factory New),G181C2080093004
5946,Negev | Drop Me (Minimal Wear),G181C2080093004
5947,Negev | Drop Me (Field-Tested),G181C2080093004
5948,Negev | Drop Me (Well-Worn),G181C2080093004
5949,Negev | Drop Me (Battle-Scarred),G181C2080093004
5950,M249 | Hypnosis (Factory New),G180E20783004
5951,M249 | Hypnosis (Minimal Wear),G180E20783004
5952,M249 | Hypnosis (Field-Tested),G180E20783004
5953,M249 | Hypnosis (Well-Worn),G180E20783004
5954,M249 | Hypnosis (Battle-Scarred),G180E20783004
5955,M249 | Spectrogram (Factory New),G180E20EB063004
5956,M249 | Spectrogram (Minimal Wear),G180E20EB063004
5957,M249 | Spectrogram (Field-Tested),G180E20EB063004
5958,M249 | Spectrogram (Well-Worn),G180E20EB063004
5959,M249 | Spectrogram (Battle-Scarred),G180E20EB063004
5960,StatTrak™ P2000 | Lifted Spirits (Factory New),G182020F2083004
5961,StatTrak™ P2000 | Lifted Spirits (Minimal Wear),G182020F2083004
5962,StatTrak™ P2000 | Lifted Spirits (Field-Tested),G182020F2083004
5963,StatTrak™ P2000 | Lifted Spirits (Well-Worn),G182020F2083004
5964,StatTrak™ P2000 | Lifted Spirits (Battle-Scarred),G182020F2083004
5965,StatTrak™ Tec-9 | Rebel (Factory New),G181E20D3093004
5966,StatTrak™ Tec-9 | Rebel (Minimal Wear),G181E20D3093004
5967,StatTrak™ Tec-9 | Rebel (Field-Tested),G181E20D3093004
5968,StatTrak™ Tec-9 | Rebel (Well-Worn),G181E20D3093004
5969,StatTrak™ Tec-9 | Rebel (Battle-Scarred),G181E20D3093004
5970,StatTrak™ R8 Revolver | Tango (Factory New),G1840207B3004
5971,StatTrak™ R8 Revolver | Tango (Minimal Wear),G1840207B3004
5972,StatTrak™ R8 Revolver | Tango (Field-Tested),G1840207B3004
5973,StatTrak™ R8 Revolver | Tango (Well-Worn),G1840207B3004
5974,StatTrak™ R8 Revolver | Tango (Battle-Scarred),G1840207B3004
5975,StatTrak™ MAC-10 | Sakkaku (Factory New),G181120CD093004
5976,StatTrak™ MAC-10 | Sakkaku (Minimal Wear),G181120CD093004
5977,StatTrak™ MAC-10 | Sakkaku (Field-Tested),G181120CD093004
5978,StatTrak™ MAC-10 | Sakkaku (Well-Worn),G181120CD093004
5979,StatTrak™ MAC-10 | Sakkaku (Battle-Scarred),G181120CD093004
5980,StatTrak™ MP9 | Featherweight (Factory New),G182220C9093004
5981,StatTrak™ MP9 | Featherweight (Minimal Wear),G182220C9093004
5982,StatTrak™ MP9 | Featherweight (Field-Tested),G182220C9093004
5983,StatTrak™ MP9 | Featherweight (Well-Worn),G182220C9093004
5984,StatTrak™ MP9 | Featherweight (Battle-Scarred),G182220C9093004
5985,StatTrak™ MP5-SD | Statics (Factory New),G1817209C093004
5986,StatTrak™ MP5-SD | Statics (Minimal Wear),G1817209C093004
